state,county,party,candidate,fraction_votes,latitude,longitude
AL,Montgomery,Democrat,Hillary Clinton,0.862,32.267099727272736,-86.22541925000004
AL,Montgomery,Democrat,Bernie Sanders,0.128,32.267099727272736,-86.22541925000004
AL,Morgan,Republican,Donald Trump,0.446,34.495431153846155,-86.88109084615385
AL,Morgan,Republican,Ted Cruz,0.197,34.495431153846155,-86.88109084615385
AL,Morgan,Republican,Marco Rubio,0.183,34.495431153846155,-86.88109084615385
AL,Morgan,Republican,Ben Carson,0.114,34.495431153846155,-86.88109084615385
AL,Morgan,Republican,John Kasich,0.045,34.495431153846155,-86.88109084615385
AL,Morgan,Democrat,Hillary Clinton,0.731,34.495431153846155,-86.88109084615385
AL,Morgan,Democrat,Bernie Sanders,0.252,34.495431153846155,-86.88109084615385
AL,Perry,Republican,Donald Trump,0.515,32.548815,-87.37510800000001
AL,Perry,Republican,Ted Cruz,0.33,32.548815,-87.37510800000001
AL,Perry,Republican,Marco Rubio,0.08800000000000001,32.548815,-87.37510800000001
AL,Perry,Republican,Ben Carson,0.04,32.548815,-87.37510800000001
AL,Perry,Republican,John Kasich,0.005,32.548815,-87.37510800000001
AL,Perry,Democrat,Hillary Clinton,0.82,32.548815,-87.37510800000001
AL,Perry,Democrat,Bernie Sanders,0.124,32.548815,-87.37510800000001
AL,Pickens,Republican,Donald Trump,0.441,33.301361500000006,-88.065863
AL,Pickens,Republican,Ted Cruz,0.258,33.301361500000006,-88.065863
AL,Pickens,Republican,Marco Rubio,0.138,33.301361500000006,-88.065863
AL,Pickens,Republican,Ben Carson,0.113,33.301361500000006,-88.065863
AL,Pickens,Republican,John Kasich,0.025,33.301361500000006,-88.065863
AL,Pickens,Democrat,Hillary Clinton,0.762,33.301361500000006,-88.065863
AL,Pickens,Democrat,Bernie Sanders,0.14800000000000002,33.301361500000006,-88.065863
AL,Pike,Republican,Donald Trump,0.46,31.808541333333338,-85.95389433333332
AL,Pike,Republican,Ted Cruz,0.201,31.808541333333338,-85.95389433333332
AL,Pike,Republican,Marco Rubio,0.147,31.808541333333338,-85.95389433333332
AL,Pike,Republican,Ben Carson,0.129,31.808541333333338,-85.95389433333332
AL,Pike,Republican,John Kasich,0.032,31.808541333333338,-85.95389433333332
AL,Pike,Democrat,Hillary Clinton,0.8370000000000001,31.808541333333338,-85.95389433333332
AL,Pike,Democrat,Bernie Sanders,0.145,31.808541333333338,-85.95389433333332
AL,Randolph,Republican,Donald Trump,0.516,33.33003683333334,-85.43252216666667
AL,Randolph,Republican,Ted Cruz,0.207,33.33003683333334,-85.43252216666667
AL,Randolph,Republican,Marco Rubio,0.128,33.33003683333334,-85.43252216666667
AL,Randolph,Republican,Ben Carson,0.093,33.33003683333334,-85.43252216666667
AL,Randolph,Republican,John Kasich,0.029,33.33003683333334,-85.43252216666667
AL,Randolph,Democrat,Hillary Clinton,0.706,33.33003683333334,-85.43252216666667
AL,Randolph,Democrat,Bernie Sanders,0.187,33.33003683333334,-85.43252216666667
AL,Russell,Republican,Donald Trump,0.474,32.30978409090909,-85.14345072727272
AL,Russell,Republican,Ted Cruz,0.27,32.30978409090909,-85.14345072727272
AL,Russell,Republican,Marco Rubio,0.123,32.30978409090909,-85.14345072727272
AL,Russell,Republican,Ben Carson,0.079,32.30978409090909,-85.14345072727272
AL,Russell,Republican,John Kasich,0.028,32.30978409090909,-85.14345072727272
AL,Russell,Democrat,Hillary Clinton,0.728,32.30978409090909,-85.14345072727272
AL,Russell,Democrat,Bernie Sanders,0.16399999999999998,32.30978409090909,-85.14345072727272
AL,Shelby,Republican,Donald Trump,0.344,33.26011473684211,-86.6701504736842
AL,Shelby,Republican,Ted Cruz,0.263,33.26011473684211,-86.6701504736842
AL,Shelby,Republican,Marco Rubio,0.23,33.26011473684211,-86.6701504736842
AL,Shelby,Republican,Ben Carson,0.094,33.26011473684211,-86.6701504736842
AL,Shelby,Republican,John Kasich,0.05,33.26011473684211,-86.6701504736842
AL,Shelby,Democrat,Hillary Clinton,0.628,33.26011473684211,-86.6701504736842
AL,Shelby,Democrat,Bernie Sanders,0.354,33.26011473684211,-86.6701504736842
AL,Sumter,Republican,Donald Trump,0.591,32.607888249999995,-88.19834775
AL,Sumter,Republican,Ted Cruz,0.16,32.607888249999995,-88.19834775
AL,Sumter,Republican,Marco Rubio,0.139,32.607888249999995,-88.19834775
AL,Sumter,Republican,Ben Carson,0.075,32.607888249999995,-88.19834775
AL,Sumter,Republican,John Kasich,0.014,32.607888249999995,-88.19834775
AL,Sumter,Democrat,Hillary Clinton,0.809,32.607888249999995,-88.19834775
AL,Sumter,Democrat,Bernie Sanders,0.113,32.607888249999995,-88.19834775
AL,Talladega,Republican,Donald Trump,0.51,33.34106559999999,-86.21515070000001
AL,Talladega,Republican,Ted Cruz,0.2,33.34106559999999,-86.21515070000001
AL,Talladega,Republican,Marco Rubio,0.136,33.34106559999999,-86.21515070000001
AL,Talladega,Republican,Ben Carson,0.095,33.34106559999999,-86.21515070000001
AL,Talladega,Republican,John Kasich,0.038,33.34106559999999,-86.21515070000001
AL,Talladega,Democrat,Hillary Clinton,0.865,33.34106559999999,-86.21515070000001
AL,Talladega,Democrat,Bernie Sanders,0.122,33.34106559999999,-86.21515070000001
AL,Tallapoosa,Republican,Donald Trump,0.528,32.892447999999995,-85.79054800000002
AL,Tallapoosa,Republican,Ted Cruz,0.15,32.892447999999995,-85.79054800000002
AL,Tallapoosa,Republican,Marco Rubio,0.146,32.892447999999995,-85.79054800000002
AL,Tallapoosa,Republican,Ben Carson,0.114,32.892447999999995,-85.79054800000002
AL,Tallapoosa,Republican,John Kasich,0.042,32.892447999999995,-85.79054800000002
AL,Tallapoosa,Democrat,Hillary Clinton,0.88,32.892447999999995,-85.79054800000002
AL,Tallapoosa,Democrat,Bernie Sanders,0.102,32.892447999999995,-85.79054800000002
AL,Tuscaloosa,Republican,Donald Trump,0.375,33.25891024999999,-87.52583089285714
AL,Tuscaloosa,Republican,Ted Cruz,0.25,33.25891024999999,-87.52583089285714
AL,Tuscaloosa,Republican,Marco Rubio,0.204,33.25891024999999,-87.52583089285714
AL,Tuscaloosa,Republican,Ben Carson,0.106,33.25891024999999,-87.52583089285714
AL,Tuscaloosa,Republican,John Kasich,0.044,33.25891024999999,-87.52583089285714
AL,Tuscaloosa,Democrat,Hillary Clinton,0.767,33.25891024999999,-87.52583089285714
AL,Tuscaloosa,Democrat,Bernie Sanders,0.218,33.25891024999999,-87.52583089285714
AL,Walker,Republican,Donald Trump,0.551,33.799962842105266,-87.28043357894735
AL,Walker,Republican,Ted Cruz,0.204,33.799962842105266,-87.28043357894735
AL,Walker,Republican,Marco Rubio,0.108,33.799962842105266,-87.28043357894735
AL,Walker,Republican,Ben Carson,0.09,33.799962842105266,-87.28043357894735
AL,Walker,Republican,John Kasich,0.024,33.799962842105266,-87.28043357894735
AL,Walker,Democrat,Hillary Clinton,0.6709999999999999,33.799962842105266,-87.28043357894735
AL,Walker,Democrat,Bernie Sanders,0.275,33.799962842105266,-87.28043357894735
AL,Washington,Republican,Donald Trump,0.537,31.399139499999997,-88.17977992857142
AL,Washington,Republican,Ted Cruz,0.218,31.399139499999997,-88.17977992857142
AL,Washington,Republican,Marco Rubio,0.153,31.399139499999997,-88.17977992857142
AL,Washington,Republican,Ben Carson,0.064,31.399139499999997,-88.17977992857142
AL,Washington,Republican,John Kasich,0.011,31.399139499999997,-88.17977992857142
AL,Washington,Democrat,Hillary Clinton,0.575,31.399139499999997,-88.17977992857142
AL,Washington,Democrat,Bernie Sanders,0.214,31.399139499999997,-88.17977992857142
AL,Wilcox,Republican,Donald Trump,0.544,32.017229428571426,-87.30396228571428
AL,Wilcox,Republican,Ted Cruz,0.21600000000000005,32.017229428571426,-87.30396228571428
AL,Wilcox,Republican,Marco Rubio,0.121,32.017229428571426,-87.30396228571428
AL,Wilcox,Republican,Ben Carson,0.083,32.017229428571426,-87.30396228571428
AL,Wilcox,Republican,John Kasich,0.023,32.017229428571426,-87.30396228571428
AL,Wilcox,Democrat,Hillary Clinton,0.843,32.017229428571426,-87.30396228571428
AL,Wilcox,Democrat,Bernie Sanders,0.104,32.017229428571426,-87.30396228571428
AL,Winston,Republican,Donald Trump,0.561,34.13798275,-87.402225875
AL,Winston,Republican,Ted Cruz,0.18,34.13798275,-87.402225875
AL,Winston,Republican,Marco Rubio,0.119,34.13798275,-87.402225875
AL,Winston,Republican,Ben Carson,0.09,34.13798275,-87.402225875
AL,Winston,Republican,John Kasich,0.027000000000000003,34.13798275,-87.402225875
AL,Winston,Democrat,Hillary Clinton,0.667,34.13798275,-87.402225875
AL,Winston,Democrat,Bernie Sanders,0.304,34.13798275,-87.402225875
AR,Arkansas,Republican,Donald Trump,0.385,34.31743900000001,-91.30076199999999
AR,Arkansas,Republican,Marco Rubio,0.28300000000000003,34.31743900000001,-91.30076199999999
AR,Arkansas,Republican,Ted Cruz,0.213,34.31743900000001,-91.30076199999999
AR,Arkansas,Republican,Ben Carson,0.052000000000000005,34.31743900000001,-91.30076199999999
AR,Arkansas,Republican,John Kasich,0.03,34.31743900000001,-91.30076199999999
AR,Arkansas,Democrat,Hillary Clinton,0.833,34.31743900000001,-91.30076199999999
AR,Arkansas,Democrat,Bernie Sanders,0.152,34.31743900000001,-91.30076199999999
AR,Ashley,Republican,Donald Trump,0.404,33.21785514285715,-91.68829671428573
AR,Ashley,Republican,Ted Cruz,0.278,33.21785514285715,-91.68829671428573
AR,Ashley,Republican,Marco Rubio,0.194,33.21785514285715,-91.68829671428573
AR,Ashley,Republican,Ben Carson,0.07200000000000001,33.21785514285715,-91.68829671428573
AR,Ashley,Republican,John Kasich,0.031,33.21785514285715,-91.68829671428573
AR,Ashley,Democrat,Hillary Clinton,0.474,33.21785514285715,-91.68829671428573
AR,Ashley,Democrat,Bernie Sanders,0.338,33.21785514285715,-91.68829671428573
AR,Baxter,Republican,Donald Trump,0.438,36.33069233333333,-92.38756225000002
AR,Baxter,Republican,Ted Cruz,0.28600000000000003,36.33069233333333,-92.38756225000002
AR,Baxter,Republican,Marco Rubio,0.159,36.33069233333333,-92.38756225000002
AR,Baxter,Republican,Ben Carson,0.052000000000000005,36.33069233333333,-92.38756225000002
AR,Baxter,Republican,John Kasich,0.043,36.33069233333333,-92.38756225000002
AR,Baxter,Democrat,Hillary Clinton,0.624,36.33069233333333,-92.38756225000002
AR,Baxter,Democrat,Bernie Sanders,0.362,36.33069233333333,-92.38756225000002
AR,Benton,Republican,Marco Rubio,0.303,36.36162038095238,-94.26371585714286
AR,Benton,Republican,Ted Cruz,0.281,36.36162038095238,-94.26371585714286
AR,Benton,Republican,Donald Trump,0.279,36.36162038095238,-94.26371585714286
AR,Benton,Republican,Ben Carson,0.06,36.36162038095238,-94.26371585714286
AR,Benton,Republican,John Kasich,0.054000000000000006,36.36162038095238,-94.26371585714286
AR,Benton,Democrat,Hillary Clinton,0.541,36.36162038095238,-94.26371585714286
AR,Benton,Democrat,Bernie Sanders,0.449,36.36162038095238,-94.26371585714286
AR,Boone,Republican,Donald Trump,0.407,36.31633433333333,-93.05844877777777
AR,Boone,Republican,Ted Cruz,0.251,36.31633433333333,-93.05844877777777
AR,Boone,Republican,Marco Rubio,0.192,36.31633433333333,-93.05844877777777
AR,Boone,Republican,Ben Carson,0.075,36.31633433333333,-93.05844877777777
AR,Boone,Republican,John Kasich,0.042,36.31633433333333,-93.05844877777777
AR,Boone,Democrat,Hillary Clinton,0.5920000000000001,36.31633433333333,-93.05844877777777
AR,Boone,Democrat,Bernie Sanders,0.385,36.31633433333333,-93.05844877777777
AR,Bradley,Republican,Donald Trump,0.443,33.47459975,-92.19609625
AR,Bradley,Republican,Ted Cruz,0.226,33.47459975,-92.19609625
AR,Bradley,Republican,Marco Rubio,0.208,33.47459975,-92.19609625
AR,Bradley,Republican,Ben Carson,0.054000000000000006,33.47459975,-92.19609625
AR,Bradley,Republican,John Kasich,0.026,33.47459975,-92.19609625
AR,Bradley,Democrat,Hillary Clinton,0.8320000000000001,33.47459975,-92.19609625
AR,Bradley,Democrat,Bernie Sanders,0.149,33.47459975,-92.19609625
AR,Calhoun,Republican,Donald Trump,0.416,33.591383500000006,-92.53906475
AR,Calhoun,Republican,Ted Cruz,0.344,33.591383500000006,-92.53906475
AR,Calhoun,Republican,Marco Rubio,0.184,33.591383500000006,-92.53906475
AR,Calhoun,Republican,Ben Carson,0.027000000000000003,33.591383500000006,-92.53906475
AR,Calhoun,Republican,John Kasich,0.01,33.591383500000006,-92.53906475
AR,Calhoun,Democrat,Hillary Clinton,0.45,33.591383500000006,-92.53906475
AR,Calhoun,Democrat,Bernie Sanders,0.34,33.591383500000006,-92.53906475
AR,Carroll,Republican,Ben Carson,0.0,36.393108833333336,-93.62207883333333
AR,Carroll,Republican,Ted Cruz,0.0,36.393108833333336,-93.62207883333333
AR,Carroll,Republican,John Kasich,0.0,36.393108833333336,-93.62207883333333
AR,Carroll,Republican,Marco Rubio,0.0,36.393108833333336,-93.62207883333333
AR,Carroll,Republican,Donald Trump,0.0,36.393108833333336,-93.62207883333333
AR,Carroll,Democrat,Hillary Clinton,0.0,36.393108833333336,-93.62207883333333
AR,Carroll,Democrat,Bernie Sanders,0.0,36.393108833333336,-93.62207883333333
AR,Chicot,Republican,Donald Trump,0.511,33.30875675,-91.31364425
AR,Chicot,Republican,Marco Rubio,0.199,33.30875675,-91.31364425
AR,Chicot,Republican,Ted Cruz,0.187,33.30875675,-91.31364425
AR,Chicot,Republican,Ben Carson,0.043,33.30875675,-91.31364425
AR,Chicot,Republican,John Kasich,0.025,33.30875675,-91.31364425
AR,Chicot,Democrat,Hillary Clinton,0.8109999999999999,33.30875675,-91.31364425
AR,Chicot,Democrat,Bernie Sanders,0.146,33.30875675,-91.31364425
AR,Clark,Republican,Ted Cruz,0.345,34.0300136,-93.1801285
AR,Clark,Republican,Marco Rubio,0.285,34.0300136,-93.1801285
AR,Clark,Republican,Donald Trump,0.264,34.0300136,-93.1801285
AR,Clark,Republican,Ben Carson,0.055,34.0300136,-93.1801285
AR,Clark,Republican,John Kasich,0.039,34.0300136,-93.1801285
AR,Clark,Democrat,Hillary Clinton,0.752,34.0300136,-93.1801285
AR,Clark,Democrat,Bernie Sanders,0.225,34.0300136,-93.1801285
AR,Clay,Republican,Donald Trump,0.407,36.37415572727273,-90.44106836363636
AR,Clay,Republican,Ted Cruz,0.331,36.37415572727273,-90.44106836363636
AR,Clay,Republican,Marco Rubio,0.163,36.37415572727273,-90.44106836363636
AR,Clay,Republican,Ben Carson,0.058,36.37415572727273,-90.44106836363636
AR,Clay,Republican,John Kasich,0.018000000000000002,36.37415572727273,-90.44106836363636
AR,Clay,Democrat,Hillary Clinton,0.52,36.37415572727273,-90.44106836363636
AR,Clay,Democrat,Bernie Sanders,0.355,36.37415572727273,-90.44106836363636
AR,Cleburne,Republican,Donald Trump,0.368,35.56538772727273,-92.01384245454545
AR,Cleburne,Republican,Ted Cruz,0.324,35.56538772727273,-92.01384245454545
AR,Cleburne,Republican,Marco Rubio,0.203,35.56538772727273,-92.01384245454545
AR,Cleburne,Republican,Ben Carson,0.049,35.56538772727273,-92.01384245454545
AR,Cleburne,Republican,John Kasich,0.031,35.56538772727273,-92.01384245454545
AR,Cleburne,Democrat,Hillary Clinton,0.687,35.56538772727273,-92.01384245454545
AR,Cleburne,Democrat,Bernie Sanders,0.28600000000000003,35.56538772727273,-92.01384245454545
AR,Cleveland,Republican,Ted Cruz,0.368,33.883718666666674,-92.20752433333332
AR,Cleveland,Republican,Donald Trump,0.336,33.883718666666674,-92.20752433333332
AR,Cleveland,Republican,Marco Rubio,0.209,33.883718666666674,-92.20752433333332
AR,Cleveland,Republican,Ben Carson,0.041,33.883718666666674,-92.20752433333332
AR,Cleveland,Republican,John Kasich,0.021,33.883718666666674,-92.20752433333332
AR,Cleveland,Democrat,Hillary Clinton,0.688,33.883718666666674,-92.20752433333332
AR,Cleveland,Democrat,Bernie Sanders,0.247,33.883718666666674,-92.20752433333332
AR,Columbia,Republican,Donald Trump,0.365,33.23334585714286,-93.2434872857143
AR,Columbia,Republican,Ted Cruz,0.3,33.23334585714286,-93.2434872857143
AR,Columbia,Republican,Marco Rubio,0.201,33.23334585714286,-93.2434872857143
AR,Columbia,Republican,Ben Carson,0.066,33.23334585714286,-93.2434872857143
AR,Columbia,Republican,John Kasich,0.033,33.23334585714286,-93.2434872857143
AR,Columbia,Democrat,Hillary Clinton,0.738,33.23334585714286,-93.2434872857143
AR,Columbia,Democrat,Bernie Sanders,0.224,33.23334585714286,-93.2434872857143
AR,Conway,Republican,Donald Trump,0.362,35.271394,-92.67666688888887
AR,Conway,Republican,Ted Cruz,0.333,35.271394,-92.67666688888887
AR,Conway,Republican,Marco Rubio,0.224,35.271394,-92.67666688888887
AR,Conway,Republican,Ben Carson,0.045,35.271394,-92.67666688888887
AR,Conway,Republican,John Kasich,0.014,35.271394,-92.67666688888887
AR,Conway,Democrat,Hillary Clinton,0.621,35.271394,-92.67666688888887
AR,Conway,Democrat,Bernie Sanders,0.297,35.271394,-92.67666688888887
AR,Craighead,Republican,Ted Cruz,0.334,35.832408642857146,-90.62004342857142
AR,Craighead,Republican,Donald Trump,0.279,35.832408642857146,-90.62004342857142
AR,Craighead,Republican,Marco Rubio,0.255,35.832408642857146,-90.62004342857142
AR,Craighead,Republican,Ben Carson,0.069,35.832408642857146,-90.62004342857142
AR,Craighead,Republican,John Kasich,0.039,35.832408642857146,-90.62004342857142
AR,Craighead,Democrat,Hillary Clinton,0.64,35.832408642857146,-90.62004342857142
AR,Craighead,Democrat,Bernie Sanders,0.336,35.832408642857146,-90.62004342857142
AR,Crawford,Republican,Ted Cruz,0.371,35.573152545454555,-94.267411
AR,Crawford,Republican,Donald Trump,0.32,35.573152545454555,-94.267411
AR,Crawford,Republican,Marco Rubio,0.212,35.573152545454555,-94.267411
AR,Crawford,Republican,Ben Carson,0.056,35.573152545454555,-94.267411
AR,Crawford,Republican,John Kasich,0.023,35.573152545454555,-94.267411
AR,Crawford,Democrat,Hillary Clinton,0.625,35.573152545454555,-94.267411
AR,Crawford,Democrat,Bernie Sanders,0.345,35.573152545454555,-94.267411
AR,Crittenden,Republican,Donald Trump,0.444,35.229734799999996,-90.28628649999999
AR,Crittenden,Republican,Ted Cruz,0.259,35.229734799999996,-90.28628649999999
AR,Crittenden,Republican,Marco Rubio,0.17800000000000002,35.229734799999996,-90.28628649999999
AR,Crittenden,Republican,Ben Carson,0.054000000000000006,35.229734799999996,-90.28628649999999
AR,Crittenden,Republican,John Kasich,0.03,35.229734799999996,-90.28628649999999
AR,Crittenden,Democrat,Hillary Clinton,0.764,35.229734799999996,-90.28628649999999
AR,Crittenden,Democrat,Bernie Sanders,0.163,35.229734799999996,-90.28628649999999
AR,Cross,Republican,Donald Trump,0.401,35.31985028571428,-90.77193342857143
AR,Cross,Republican,Ted Cruz,0.334,35.31985028571428,-90.77193342857143
AR,Cross,Republican,Marco Rubio,0.163,35.31985028571428,-90.77193342857143
AR,Cross,Republican,Ben Carson,0.057,35.31985028571428,-90.77193342857143
AR,Cross,Republican,John Kasich,0.019,35.31985028571428,-90.77193342857143
AR,Cross,Democrat,Hillary Clinton,0.742,35.31985028571428,-90.77193342857143
AR,Cross,Democrat,Bernie Sanders,0.217,35.31985028571428,-90.77193342857143
AR,Dallas,Republican,Donald Trump,0.3720000000000001,33.98148325,-92.65709325
AR,Dallas,Republican,Ted Cruz,0.338,33.98148325,-92.65709325
AR,Dallas,Republican,Marco Rubio,0.205,33.98148325,-92.65709325
AR,Dallas,Republican,Ben Carson,0.059,33.98148325,-92.65709325
AR,Dallas,Republican,John Kasich,0.002,33.98148325,-92.65709325
AR,Dallas,Democrat,Hillary Clinton,0.568,33.98148325,-92.65709325
AR,Dallas,Democrat,Bernie Sanders,0.29600000000000004,33.98148325,-92.65709325
AR,Desha,Republican,Donald Trump,0.531,33.773379875,-91.307774875
AR,Desha,Republican,Marco Rubio,0.22,33.773379875,-91.307774875
AR,Desha,Republican,Ted Cruz,0.17,33.773379875,-91.307774875
AR,Desha,Republican,Ben Carson,0.036000000000000004,33.773379875,-91.307774875
AR,Desha,Republican,John Kasich,0.011,33.773379875,-91.307774875
AR,Desha,Democrat,Hillary Clinton,0.6859999999999999,33.773379875,-91.307774875
AR,Desha,Democrat,Bernie Sanders,0.23,33.773379875,-91.307774875
AR,Drew,Republican,Donald Trump,0.366,33.623007666666666,-91.72687716666668
